file_name,sun_alt,sun_az,moon_alt,moon_az
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
XJCAM_20180120230100_1.cr2,-33.64332619094841,270.08067887772154,2.0580153978739433,254.9438322051927
